Player,Age,Team,Position,Games_played,Free_Throws,Total_Rebounds,Assists,Steals,Blocks,Fouls,Points
Joe Ingles,36.0,ORL,SF,68.0,0.4,2.1,3.0,0.6,0.1,1.3,4.4
Maxi Kleber,32.0,DAL,C,43.0,0.8,3.3,1.6,0.4,0.7,1.8,4.4
Jontay Porter,24.0,TOR,PF,26.0,0.6,3.2,2.3,0.8,0.8,1.3,4.4
Lester Quinones,23.0,GSW,SG,37.0,0.5,1.9,1.0,0.2,0.1,1.2,4.4
Ben Sheppard,22.0,IND,SG,57.0,0.4,1.6,0.9,0.6,0.0,1.5,4.4
Blake Wesley,20.0,SAS,SG,61.0,0.9,1.5,2.7,0.5,0.1,1.5,4.4
Jeff Dowtin,26.0,PHI,PG,12.0,0.3,1.7,2.3,0.6,0.1,0.1,4.3
Jaxson Hayes,23.0,LAL,C,70.0,0.7,3.0,0.5,0.5,0.4,1.8,4.3
Caleb Houstan,21.0,ORL,SF,59.0,0.4,1.4,0.5,0.3,0.1,1.0,4.3
John Konchar,27.0,MEM,SF,55.0,0.4,4.7,2.0,0.9,0.9,1.4,4.3
Dru Smith,26.0,MIA,SG,9.0,0.2,1.6,1.6,1.0,0.3,1.3,4.3
Thaddeus Young,35.0,2TM,PF,33.0,0.2,3.1,1.7,0.7,0.2,1.5,4.2
Thaddeus Young,35.0,TOR,PF,23.0,0.2,3.3,2.2,0.8,0.1,1.7,5.0
Thaddeus Young,35.0,PHO,PF,10.0,0.1,2.8,0.7,0.5,0.2,1.1,2.3
Jacob Gilyard,25.0,2TM,PG,41.0,0.0,1.1,3.3,0.8,0.1,1.0,4.2
Jacob Gilyard,25.0,MEM,PG,37.0,0.1,1.2,3.5,0.7,0.1,0.9,4.7
Jacob Gilyard,25.0,BRK,PG,4.0,0.0,0.8,1.5,1.5,0.0,1.0,0.0
Armoni Brooks,25.0,BRK,PG,10.0,0.1,1.8,0.5,0.1,0.1,0.3,4.2
Troy Brown Jr.,24.0,2TM,SF,59.0,0.5,2.4,1.0,0.4,0.1,0.7,4.2
Troy Brown Jr.,24.0,MIN,SF,37.0,0.5,1.9,0.9,0.2,0.1,0.7,4.2
Troy Brown Jr.,24.0,DET,SF,22.0,0.6,3.3,1.1,0.7,0.0,0.7,4.2
Max Christie,20.0,LAL,SG,67.0,0.5,2.1,0.9,0.3,0.3,0.9,4.2
Ashton Hagans,24.0,POR,PG,19.0,0.7,2.4,2.8,0.6,0.5,2.1,4.2
Danuel House Jr.,30.0,PHI,SF,34.0,1.0,1.7,0.8,0.4,0.1,1.3,4.2
Skylar Mays,26.0,2TM,SG,38.0,0.3,1.1,2.2,0.6,0.1,0.7,4.1
Skylar Mays,26.0,POR,PG,21.0,0.6,1.8,3.6,0.7,0.1,1.0,6.3
Skylar Mays,26.0,LAL,SG,17.0,0.0,0.4,0.6,0.4,0.1,0.4,1.3
Sandro Mamukelashvili,24.0,SAS,C,46.0,0.5,3.2,1.1,0.2,0.3,0.8,4.1
Luka Å amaniÄ,24.0,UTA,PF,43.0,1.0,2.4,0.4,0.1,0.2,0.7,4.1
Jae'Sean Tate,28.0,HOU,SF,65.0,0.4,3.0,1.0,0.6,0.2,2.1,4.1
Patty Mills,35.0,2TM,PG,32.0,0.3,1.1,1.1,0.6,0.0,1.0,4.0
Patty Mills,35.0,ATL,PG,19.0,0.0,1.1,0.7,0.5,0.1,0.9,2.7
Patty Mills,35.0,MIA,PG,13.0,0.8,1.2,1.5,0.8,0.0,1.2,5.8
Izaiah Brockington,24.0,NOP,PG,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
Ousmane Dieng,20.0,OKC,PF,33.0,0.4,1.5,1.1,0.2,0.2,0.7,4.0
Luka Garza,25.0,MIN,C,25.0,0.7,1.2,0.2,0.2,0.0,1.0,4.0
Mouhamed Gueye,21.0,ATL,PF,6.0,0.8,3.7,0.7,0.8,0.7,2.2,4.0
Justin Holiday,34.0,DEN,SG,58.0,0.1,1.2,1.2,0.6,0.2,1.2,4.0
Matthew Hurt,23.0,MEM,PF,8.0,0.4,2.0,0.5,0.4,0.4,1.0,4.0
JaVale McGee,36.0,SAC,C,46.0,0.6,2.7,0.4,0.3,0.4,1.0,4.0
Svi Mykhailiuk,26.0,BOS,SF,41.0,0.1,1.2,0.9,0.3,0.0,0.5,4.0
Rayan Rupert,19.0,POR,SG,39.0,0.5,2.4,1.6,0.3,0.1,1.4,4.0
Adama Sanogo,21.0,CHI,PF,9.0,0.9,4.0,0.0,0.1,0.0,0.6,4.0
Jaylin Williams,21.0,OKC,C,69.0,0.5,3.4,1.6,0.4,0.4,1.4,4.0
Jules Bernard,24.0,WAS,SG,19.0,0.3,1.4,0.8,0.2,0.1,0.7,3.9
Chris Duarte,26.0,SAC,SF,59.0,0.4,1.8,0.7,0.5,0.1,1.4,3.9
DeAndre Jordan,35.0,DEN,C,36.0,0.7,4.4,0.7,0.2,0.4,1.6,3.9
Sidy Cissoko,19.0,SAS,SF,12.0,1.0,1.8,0.8,0.6,0.3,1.5,3.8
Anthony Gill,31.0,WAS,PF,50.0,0.6,1.9,0.7,0.3,0.2,1.0,3.8
KJ Martin,23.0,2TM,SF,60.0,0.4,2.2,0.9,0.4,0.2,1.7,3.7
KJ Martin,23.0,LAC,SF,2.0,0.5,1.5,0.5,1.0,0.5,1.5,5.0
KJ Martin,23.0,PHI,SF,58.0,0.4,2.2,0.9,0.3,0.2,1.7,3.7
Keita Bates-Diop,28.0,2TM,SF,53.0,0.6,2.1,0.7,0.5,0.4,0.7,3.7
Keita Bates-Diop,28.0,PHO,SF,39.0,0.7,2.6,0.9,0.6,0.5,0.8,4.5
Keita Bates-Diop,28.0,BRK,SF,14.0,0.4,0.6,0.3,0.2,0.1,0.1,1.6
Oshae Brissett,25.0,BOS,SF,55.0,0.9,2.9,0.8,0.3,0.1,1.0,3.7
Jamal Cain,24.0,MIA,PF,26.0,0.7,1.4,0.4,0.4,0.2,0.8,3.7
Drew Peterson,24.0,BOS,PF,3.0,0.0,0.3,0.3,0.7,0.0,0.3,3.7
T.J. Warren,30.0,MIN,SF,11.0,0.3,2.0,0.8,0.4,0.1,1.0,3.7
James Bouknight,23.0,CHO,SG,14.0,0.1,0.6,0.4,0.1,0.1,0.2,3.6
Collin Gillespie,24.0,DEN,PG,24.0,0.3,0.9,1.1,0.5,0.0,1.0,3.6
Gui Santos,21.0,GSW,PF,23.0,0.7,2.1,0.6,0.2,0.1,1.0,3.6
Jarace Walker,20.0,IND,PF,33.0,0.2,1.9,1.2,0.5,0.3,0.9,3.6
Lindy Waters III,26.0,OKC,SG,38.0,0.1,1.1,0.6,0.1,0.2,0.6,3.6
ThÃ©o Maledon,22.0,2TM,PG,17.0,0.8,1.4,1.6,0.4,0.0,1.2,3.5
ThÃ©o Maledon,22.0,CHO,PG,13.0,0.8,1.8,2.2,0.5,0.0,1.4,4.2
ThÃ©o Maledon,22.0,PHO,PG,4.0,0.8,0.3,0.0,0.0,0.0,0.8,1.3
Onuralp Bitim,24.0,CHI,SG,23.0,0.2,1.4,0.6,0.1,0.1,1.0,3.5
Jordan McLaughlin,27.0,MIN,PG,56.0,0.2,1.3,2.0,0.6,0.1,0.6,3.5
Marques Bolden,25.0,2TM,C,11.0,0.3,3.1,0.4,0.3,0.6,0.9,3.4
Marques Bolden,25.0,MIL,C,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
Marques Bolden,25.0,CHO,C,9.0,0.3,3.6,0.4,0.3,0.8,1.0,4.1
Ryan Rollins,21.0,2TM,PG,13.0,1.0,1.0,1.1,0.8,0.2,0.6,3.4
Ryan Rollins,21.0,WAS,PG,10.0,1.3,1.1,1.1,0.8,0.3,0.7,4.1
Ryan Rollins,21.0,MIL,PG,3.0,0.0,0.7,1.0,0.7,0.0,0.3,1.0
Yuta Watanabe,29.0,2TM,SF,34.0,0.3,1.6,0.4,0.4,0.2,1.1,3.4
Yuta Watanabe,29.0,PHO,SF,29.0,0.3,1.6,0.3,0.3,0.2,1.2,3.6
Yuta Watanabe,29.0,MEM,SF,5.0,0.0,1.8,1.0,0.6,0.0,1.0,2.6
Buddy Boeheim,24.0,DET,SF,10.0,0.8,1.0,0.3,0.0,0.1,0.5,3.4
Moses Brown,24.0,POR,C,22.0,0.4,3.9,0.3,0.2,0.3,1.2,3.4
Wenyen Gabriel,26.0,MEM,PF,5.0,0.0,5.0,0.6,0.4,0.4,2.0,3.4
Nassir Little,23.0,PHO,SF,45.0,0.4,1.7,0.5,0.2,0.2,0.9,3.4
Jalen McDaniels,26.0,TOR,SF,50.0,0.5,1.6,0.7,0.4,0.1,1.0,3.4
Jaden Springer,21.0,2TM,PG,49.0,0.7,1.6,0.9,0.7,0.3,1.3,3.3
Jaden Springer,21.0,PHI,SG,32.0,0.9,1.8,1.1,0.8,0.3,1.5,4.0
Jaden Springer,21.0,BOS,PG,17.0,0.4,1.2,0.5,0.6,0.2,1.0,2.1
Charles Bassey,23.0,SAS,C,19.0,0.3,4.0,1.1,0.4,0.9,1.6,3.3
Micah Potter,25.0,UTA,PF,16.0,0.4,2.7,0.4,0.3,0.4,0.9,3.3
Dwight Powell,32.0,DAL,C,63.0,1.0,3.4,1.3,0.4,0.3,1.8,3.3
Terquavion Smith,21.0,PHI,PG,16.0,0.2,0.3,0.8,0.5,0.0,0.5,3.3
Garrett Temple,37.0,TOR,SG,27.0,0.7,1.7,1.0,0.4,0.1,1.0,3.3
Tristan Thompson,32.0,CLE,C,49.0,0.3,3.6,1.0,0.2,0.3,1.2,3.3
Oscar Tshiebwe,24.0,IND,PF,8.0,0.8,2.0,0.3,0.3,0.1,0.4,3.3
Kira Lewis Jr.,22.0,3TM,PG,28.0,0.6,0.9,1.3,0.3,0.1,0.5,3.2
Kira Lewis Jr.,22.0,NOP,PG,15.0,0.7,0.9,1.2,0.3,0.1,0.5,2.9
Kira Lewis Jr.,22.0,TOR,PG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kira Lewis Jr.,22.0,UTA,PG,12.0,0.6,1.0,1.6,0.3,0.1,0.3,3.8
A.J. Lawson,23.0,DAL,SG,42.0,0.4,1.2,0.5,0.2,0.1,0.5,3.2
Boban MarjanoviÄ,35.0,HOU,C,14.0,0.6,2.3,0.4,0.1,0.1,0.4,3.2
Zeke Nnaji,23.0,DEN,PF,58.0,0.7,2.2,0.6,0.3,0.7,1.4,3.2
Ish Smith,35.0,CHO,PG,43.0,0.1,1.8,3.4,0.4,0.1,1.1,3.2
JT Thor,21.0,CHO,PF,63.0,0.2,2.3,0.5,0.2,0.4,1.0,3.2
Brandon Williams,24.0,DAL,PG,17.0,0.6,0.8,1.0,0.1,0.1,0.2,3.2
Wesley Matthews,37.0,ATL,SG,36.0,0.5,1.5,0.6,0.4,0.3,1.2,3.1
Dalen Terry,21.0,CHI,SG,59.0,0.4,1.9,1.4,0.5,0.3,1.4,3.1
Gabe Vincent,27.0,LAL,PG,11.0,0.1,0.8,1.9,0.8,0.0,1.7,3.1
Mike Muscala,32.0,3TM,C,53.0,0.3,2.4,0.7,0.2,0.2,1.0,3.0
Mike Muscala,32.0,WAS,C,24.0,0.6,3.1,0.9,0.2,0.3,1.3,4.0
Mike Muscala,32.0,DET,C,13.0,0.2,2.2,0.8,0.2,0.4,1.0,3.5
Mike Muscala,32.0,OKC,C,16.0,0.0,1.3,0.3,0.1,0.1,0.5,1.1
Johnny Davis,21.0,WAS,SG,50.0,0.3,1.4,0.6,0.4,0.2,1.1,3.0
Saben Lee,24.0,PHO,PG,24.0,1.2,1.3,1.3,0.3,0.1,0.5,3.0
Olivier-Maxence Prosper,21.0,DAL,PF,40.0,0.7,2.0,0.6,0.2,0.1,0.5,3.0
Trevelin Queen,26.0,ORL,SG,14.0,0.6,1.4,1.3,0.5,0.4,1.1,2.9
Jeremiah Robinson-Earl,23.0,NOP,PF,39.0,0.3,1.9,0.5,0.3,0.1,0.6,2.9
Jeenathan Williams,24.0,HOU,SG,22.0,0.3,1.0,0.3,0.2,0.0,0.5,2.9
D.J. Carton,23.0,TOR,SG,4.0,1.0,1.0,0.8,0.3,0.0,0.8,2.8
Henri Drell,23.0,CHI,SF,4.0,0.3,1.0,1.0,0.5,0.3,1.5,2.8
Orlando Robinson,23.0,MIA,C,36.0,0.5,2.3,0.9,0.2,0.2,1.0,2.8
Emoni Bates,20.0,CLE,SF,15.0,0.1,0.9,0.7,0.1,0.1,0.3,2.7
Leaky Black,24.0,CHO,SF,26.0,0.4,1.8,0.9,0.3,0.4,0.7,2.7
Damian Jones,28.0,CLE,C,39.0,0.5,1.6,0.4,0.2,0.3,0.7,2.7
Malik Williams,25.0,TOR,C,7.0,0.0,5.4,0.3,0.4,0.6,2.1,2.7
Timmy Allen,24.0,MEM,SF,5.0,0.2,3.4,1.0,0.8,0.0,3.6,2.6
Moussa DiabatÃ©,22.0,LAC,C,11.0,0.8,2.2,0.4,0.5,0.1,0.4,2.6
Otto Porter Jr.,30.0,TOR,SF,15.0,0.2,1.9,0.5,0.3,0.3,1.3,2.6
Alex Fudge,20.0,2TM,SF,6.0,0.3,0.8,0.0,0.5,0.0,0.3,2.5
Alex Fudge,20.0,LAL,SF,4.0,0.5,0.5,0.0,0.0,0.0,0.3,1.0
Alex Fudge,20.0,DAL,SF,2.0,0.0,1.5,0.0,1.5,0.0,0.5,5.5
Dylan Windler,27.0,3TM,SF,17.0,0.0,0.9,0.6,0.1,0.0,0.4,2.5
Dylan Windler,27.0,NYK,SF,3.0,0.0,0.3,0.3,0.0,0.0,0.3,1.0
Dylan Windler,27.0,LAL,SF,8.0,0.0,0.4,0.8,0.0,0.0,0.3,1.5
Dylan Windler,27.0,ATL,SF,6.0,0.0,2.0,0.5,0.3,0.0,0.5,4.7
Greg Brown III,22.0,DAL,PF,6.0,0.7,1.5,0.7,0.0,0.7,0.8,2.5
Furkan Korkmaz,26.0,PHI,SG,35.0,0.4,0.9,0.7,0.4,0.1,0.5,2.5
Alex Len,30.0,SAC,C,48.0,0.4,2.7,1.0,0.2,0.7,1.4,2.5
Markieff Morris,34.0,DAL,PF,26.0,0.2,1.5,0.6,0.2,0.1,0.5,2.5
Harry Giles,25.0,2TM,C,23.0,0.3,1.3,0.3,0.1,0.1,0.7,2.4
Harry Giles,25.0,BRK,C,16.0,0.4,1.6,0.4,0.1,0.2,0.9,3.4
Harry Giles,25.0,LAL,C,7.0,0.0,0.6,0.0,0.1,0.0,0.0,0.3
AJ Griffin,20.0,ATL,SF,20.0,0.1,0.9,0.3,0.1,0.1,0.3,2.4
Mouhamadou Gueye,25.0,TOR,PF,11.0,0.4,2.1,0.5,0.3,1.6,1.4,2.4
Joe Harris,32.0,DET,SG,16.0,0.1,0.8,0.6,0.2,0.1,1.2,2.4
Cory Joseph,32.0,GSW,PG,26.0,0.2,1.2,1.6,0.2,0.1,1.0,2.4
Xavier Moon,29.0,LAC,SG,14.0,0.1,1.3,1.5,0.2,0.2,0.6,2.4
Jamaree Bouyea,24.0,2TM,PG,9.0,0.0,2.1,1.2,0.1,0.0,1.1,2.3
Jamaree Bouyea,24.0,POR,PG,6.0,0.0,1.7,1.3,0.0,0.0,0.5,1.7
Jamaree Bouyea,24.0,SAS,PG,3.0,0.0,3.0,1.0,0.3,0.0,2.3,3.7
Amari Bailey,19.0,CHO,PG,10.0,0.6,0.9,0.7,0.3,0.0,0.2,2.3
Isaiah Mobley,24.0,CLE,PF,10.0,0.0,1.0,0.6,0.2,0.0,0.6,2.3
Chuma Okeke,25.0,ORL,SF,47.0,0.1,1.7,0.4,0.2,0.1,0.4,2.3
Olivier Sarr,24.0,OKC,C,15.0,0.7,2.4,0.1,0.0,0.5,1.2,2.3
Dereon Seabron,23.0,NOP,SG,6.0,0.8,1.2,0.8,0.3,0.2,0.7,2.3
Cole Swider,24.0,MIA,SF,18.0,0.1,0.4,0.3,0.1,0.1,0.2,2.3
Udoka Azubuike,24.0,PHO,C,16.0,0.2,2.0,0.2,0.1,0.4,1.1,2.2
Reggie Bullock,32.0,HOU,SF,44.0,0.0,1.7,0.3,0.3,0.1,0.7,2.2
Trent Forrest,25.0,ATL,SG,38.0,0.3,1.3,2.4,0.3,0.1,0.7,2.2
Nate Hinton,24.0,HOU,SG,15.0,0.3,1.5,0.7,0.2,0.1,0.7,2.2
Andre Jackson Jr.,22.0,MIL,SG,57.0,0.1,2.0,0.9,0.3,0.1,1.6,2.2
Julian Phillips,20.0,CHI,SF,40.0,0.3,0.9,0.3,0.2,0.2,1.0,2.2
Ish Wainright,29.0,2TM,SF,11.0,0.2,1.3,0.1,0.4,0.1,0.7,2.1
Ish Wainright,29.0,POR,SF,7.0,0.3,1.3,0.0,0.3,0.1,0.6,2.9
Ish Wainright,29.0,PHO,SF,4.0,0.0,1.3,0.3,0.5,0.0,1.0,0.8
Colby Jones,21.0,SAC,SG,30.0,0.2,1.3,0.7,0.2,0.2,1.0,2.1
Mamadi Diakite,27.0,2TM,PF,6.0,0.7,0.7,0.3,0.2,0.2,0.3,2.0
Mamadi Diakite,27.0,SAS,PF,3.0,1.3,1.0,0.7,0.0,0.3,0.3,4.0
Mamadi Diakite,27.0,NYK,PF,3.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0
Kobe Brown,24.0,LAC,PF,44.0,0.0,1.4,0.6,0.3,0.1,1.1,2.0
JD Davison,21.0,BOS,SG,8.0,0.4,1.3,1.3,0.1,0.1,0.5,2.0
Jordan Ford,25.0,SAC,PG,6.0,0.3,0.3,0.3,0.0,0.0,0.0,2.0
Kevon Harris,26.0,ORL,SG,2.0,0.0,1.0,0.5,0.0,0.0,1.5,2.0
D'Moi Hodge,25.0,LAL,SG,7.0,0.1,0.0,0.7,0.1,0.1,0.6,2.0
Ty Jerome,26.0,CLE,SG,2.0,0.0,0.5,1.5,0.0,0.0,1.0,2.0
Markquis Nowell,24.0,TOR,SG,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0
Jericho Sims,25.0,NYK,C,45.0,0.4,3.3,0.6,0.2,0.4,1.0,2.0
Lindell Wigginton,25.0,MIL,PG,3.0,0.7,0.0,0.0,0.0,0.0,0.3,2.0
Isaiah Wong,23.0,IND,SG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Justin Minaya,24.0,POR,SF,34.0,0.1,1.6,0.6,0.3,0.3,1.0,1.8
Daishen Nix,21.0,MIN,PG,15.0,0.2,0.2,0.4,0.3,0.0,0.1,1.8
Cody Zeller,31.0,NOP,C,43.0,0.5,2.6,0.9,0.2,0.1,1.0,1.8
Taj Gibson,38.0,2TM,PF,20.0,0.1,1.9,0.6,0.2,0.4,1.6,1.7
Taj Gibson,38.0,NYK,PF,16.0,0.1,1.8,0.6,0.1,0.4,1.8,1.0
Taj Gibson,38.0,DET,PF,4.0,0.0,2.3,0.5,0.3,0.3,0.8,4.5
P.J. Tucker,38.0,2TM,PF,31.0,0.1,2.7,0.5,0.5,0.2,1.7,1.7
P.J. Tucker,38.0,PHI,PF,3.0,0.0,4.7,0.0,1.0,0.7,3.0,2.0
P.J. Tucker,38.0,LAC,PF,28.0,0.1,2.5,0.6,0.5,0.2,1.6,1.6
Kessler Edwards,23.0,SAC,SF,54.0,0.1,0.8,0.3,0.2,0.1,0.5,1.7
Leonard Miller,20.0,MIN,SF,17.0,0.1,1.2,0.5,0.1,0.1,0.3,1.7
Jason Preston,24.0,UTA,PG,7.0,0.0,2.4,2.3,0.3,0.1,0.4,1.7
Jordan Walsh,19.0,BOS,SF,9.0,0.1,2.2,0.6,0.6,0.1,1.2,1.7
Jalen Hood-Schifino,20.0,LAL,SG,21.0,0.6,0.6,0.4,0.1,0.1,0.6,1.6
Jett Howard,20.0,ORL,SF,18.0,0.1,0.4,0.3,0.1,0.1,0.2,1.6
Seth Lundy,23.0,ATL,SF,9.0,0.3,0.8,0.0,0.0,0.0,0.7,1.6
Jordan Miller,24.0,LAC,SF,8.0,0.3,0.6,0.0,0.0,0.0,0.3,1.6
Josh Minott,21.0,MIN,SF,32.0,0.4,0.5,0.3,0.2,0.2,0.3,1.6
Jalen Pickett,24.0,DEN,SG,27.0,0.1,0.5,0.8,0.1,0.0,0.5,1.6
Ibou Badji,21.0,POR,C,22.0,0.3,2.3,0.6,0.1,0.9,2.1,1.5
Colin Castleton,23.0,LAL,C,16.0,0.4,0.8,0.2,0.1,0.0,0.7,1.5
Adam Flagler,24.0,OKC,SG,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5
Terry Taylor,24.0,CHI,PF,31.0,0.1,1.2,0.3,0.2,0.1,0.5,1.5
Dariq Whitehead,19.0,BRK,SF,2.0,0.5,2.0,1.5,0.0,0.5,0.0,1.5
Jack White,26.0,MEM,SF,4.0,0.0,3.0,0.3,1.0,0.3,0.8,1.5
Kendall Brown,20.0,IND,SG,15.0,0.3,0.3,0.3,0.0,0.0,0.6,1.4
Mason Jones,25.0,SAC,SG,5.0,0.2,1.0,1.0,0.2,0.0,0.6,1.4
Jerome Robinson,26.0,GSW,SG,22.0,0.3,0.3,0.2,0.0,0.1,0.2,1.4
Jermaine Samuels,25.0,HOU,SF,14.0,0.1,0.9,0.2,0.1,0.1,0.4,1.4
Jacob Toppin,23.0,NYK,SF,9.0,0.2,0.8,0.3,0.0,0.1,0.3,1.4
R.J. Hampton,22.0,MIA,PG,8.0,0.1,0.8,1.0,0.0,0.0,1.0,1.3
Nathan Mensah,25.0,CHO,C,25.0,0.4,2.6,0.4,0.2,0.6,2.6,1.3
Isaiah Thomas,34.0,PHO,PG,6.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3
TyTy Washington Jr.,22.0,MIL,PG,11.0,0.0,0.5,0.5,0.3,0.0,0.1,1.3
Jay Huff,25.0,DEN,C,20.0,0.1,0.6,0.1,0.1,0.2,0.5,1.2
Keyontae Johnson,23.0,OKC,SF,9.0,0.0,1.1,0.4,0.1,0.0,0.6,1.2
Chris Livingston,20.0,MIL,SF,21.0,0.1,1.0,0.2,0.1,0.0,0.7,1.2
Braxton Key,26.0,DEN,SF,20.0,0.3,0.9,0.5,0.1,0.1,0.3,1.1
Robin Lopez,35.0,MIL,C,16.0,0.1,0.3,0.3,0.1,0.2,0.4,1.1
Admiral Schofield,26.0,ORL,PF,23.0,0.0,0.7,0.3,0.0,0.0,0.4,1.1
Hunter Tyson,23.0,DEN,PF,18.0,0.0,0.5,0.1,0.1,0.0,0.6,1.1
Filip PetruÅ¡ev,23.0,2TM,C,3.0,0.3,0.3,0.0,0.0,0.0,0.3,1.0
Filip PetruÅ¡ev,23.0,PHI,C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Filip PetruÅ¡ev,23.0,SAC,C,2.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5
Hamidou Diallo,25.0,WAS,SG,2.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0
Frank Ntilikina,25.0,CHO,PG,5.0,0.4,1.2,0.8,0.0,0.0,0.8,1.0
Joshua Primo,21.0,LAC,SG,2.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0
Thanasis Antetokounmpo,31.0,MIL,PF,34.0,0.0,0.4,0.5,0.2,0.1,0.7,0.9
James Johnson,36.0,IND,PF,9.0,0.2,0.4,0.9,0.6,0.1,1.0,0.9
Charlie Brown Jr.,26.0,NYK,SG,8.0,0.0,0.3,0.0,0.0,0.3,0.6,0.8
DaQuan Jeffries,26.0,NYK,SG,17.0,0.0,0.3,0.3,0.0,0.1,0.1,0.8
Shaquille Harrison,30.0,MEM,SG,3.0,0.0,0.7,0.0,0.0,0.3,0.0,0.7
Quenton Jackson,25.0,IND,PG,3.0,0.7,1.3,0.7,0.3,0.0,0.3,0.7
Wendell Moore Jr.,22.0,MIN,SG,25.0,0.0,0.5,0.2,0.2,0.0,0.2,0.7
Jalen Slawson,24.0,SAC,SF,12.0,0.0,0.6,0.2,0.1,0.1,0.7,0.7
Pat Spencer,27.0,GSW,PG,6.0,0.0,0.7,0.8,0.0,0.0,0.2,0.7
Alondes Williams,24.0,MIA,SG,7.0,0.1,0.1,0.0,0.0,0.1,0.3,0.7
Juan Toscano-Anderson,30.0,SAC,SF,11.0,0.0,1.3,0.4,0.1,0.1,1.0,0.6
Usman Garuba,21.0,GSW,PF,6.0,0.2,1.2,0.2,0.2,0.5,0.3,0.5
E.J. Liddell,23.0,NOP,PF,8.0,0.3,0.6,0.1,0.3,0.3,0.3,0.5
Pete Nance,23.0,CLE,PF,8.0,0.0,0.4,0.0,0.1,0.0,0.3,0.4
Maxwell Lewis,21.0,LAL,SF,34.0,0.1,0.1,0.2,0.1,0.0,0.1,0.3
Ryan Arcidiacono,29.0,NYK,PG,20.0,0.0,0.4,0.2,0.1,0.0,0.3,0.0
Malcolm Cazalon,22.0,DET,SG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Crutcher,24.0,NOP,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Funk,24.0,CHI,SG,5.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
Kaiser Gates,27.0,NOP,SF,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Danny Green,36.0,PHI,SG,2.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0
Ron Harper Jr.,23.0,TOR,PF,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Justin Jackson,28.0,MIN,SF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmytro Skapintsev,25.0,NYK,C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javonte Smart,24.0,PHI,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League Average,,,,,,,,,,,
